primitive_id,region_id,food_x,food_y,drag_length,score,max_pos_error,max_tilt_error,preview_max_tilt,min_sigma,max_condition,max_contact,head_drop_pre,head_drop_engage,head_drop_drag_start,head_drop_drag_end,min_head_drop,max_head_drop_error
R05_00424,5,0.091,0.18293333333333336,0.07,15.073646221717839,0.017816562153250212,0.6098999874609017,0.6098999874609017,0.04327665287628815,10.718224984088732,0,0.0748215238734378,0.07885758136188555,0.07691828460086912,0.03701568626888976,0.03701568626888976,0.0
R05_00160,5,0.0546,0.18293333333333336,0.05,15.076779506877145,0.017980333146967977,0.6103212342040457,0.6103212342040457,0.059690605853936304,7.810381113789982,0,0.0744070756376867,0.07878384250941553,0.0768456479847752,0.0429334037685033,0.0429334037685033,0.0
R05_00339,5,0.0728,0.2314666666666667,0.05,15.077062827233172,0.01778865541034263,0.6214264386651573,0.6214264386651573,0.030889402108581647,15.40224459164189,0,0.07499500924993055,0.07975330363329837,0.07782424526774298,0.04441790002789561,0.04441790002789561,0.0
R05_00195,5,0.0546,0.20720000000000002,0.07,15.078748405654995,0.017832324919849197,0.6096898924801154,0.6096898924801154,0.04182871627612547,11.542409993444727,0,0.07497309697441307,0.07888514216950857,0.07694673237596511,0.03700683118389336,0.03700683118389336,0.0
R05_00283,5,0.0728,0.18293333333333336,0.05,15.082977402079322,0.017583286763461877,0.6119167708558968,0.6119167708558968,0.052133318194137974,8.578411838247659,0,0.07498937383823984,0.07889448355756253,0.07695925047439318,0.04301098770849915,0.04301098770849915,0.0
R05_00043,5,0.0364,0.15866666666666668,0.035,15.085294563030196,0.017574795806979866,0.6132414694559696,0.6132414694559696,0.06063569063317159,7.64033041432092,0,0.07485667680012337,0.07886324626522156,0.07693323011501876,0.0503351877213568,0.0503351877213568,0.0
R05_00003,5,0.0182,0.15866666666666668,0.05,15.085788936683969,0.01756931465620798,0.6100617941766713,0.6100617941766713,0.057899943349823714,8.21060140535168,0,0.07497787056649238,0.07890368623527134,0.07696321339125566,0.04299626239414216,0.04299626239414216,0.0
R05_00143,5,0.0546,0.15866666666666668,0.05,15.088356893322112,0.017569365312237423,0.6089591497206053,0.6089591497206053,0.0581044486850877,7.939069646285391,0,0.07425986689193712,0.07873703613903782,0.07679949290774749,0.042906588807069226,0.042906588807069226,0.0
R05_00343,5,0.0728,0.2314666666666667,0.07,15.088381591931336,0.017972310488868114,0.6125633751964087,0.6125633751964087,0.0368752727820857,13.272225365854334,0,0.07490323005747038,0.0791236999795921,0.07718921746139377,0.037067905708712955,0.037067905708712955,0.0
R05_00488,5,0.091,0.25573333333333337,0.035,15.089037947645371,0.01743803799031835,0.6421060318589628,0.6421060318589628,0.0360288567976594,14.190363528608449,0,0.0700826702913156,0.07808917367699098,0.07623414896285048,0.04963654925637176,0.04963654925637176,0.0
R05_00344,5,0.0728,0.2314666666666667,0.07,15.090318751842894,0.01778369929510415,0.6110998958824637,0.6110998958824637,0.011653353120108624,49.45139422469205,0,0.07487755900903648,0.07888076676659303,0.07748483713849792,0.04533043468121116,0.04533043468121116,0.0
R05_00197,5,0.0546,0.20720000000000002,0.07,15.094167094033345,0.017832632224347195,0.6096895992631718,0.6096895992631718,0.04221554931507441,11.217342447631154,0,0.07497888557345081,0.0788879139862014,0.07694831504498412,0.037019646243097046,0.037019646243097046,0.0
R05_00451,5,0.091,0.20720000000000002,0.07,15.097138810467598,0.017941356347098317,0.6118481966145516,0.6118481966145516,0.0333694824493437,14.588660179244314,0,0.0749992435658206,0.07909017255855234,0.07716126213849261,0.037023028066013486,0.037023028066013486,0.0
R05_00007,5,0.0182,0.18293333333333336,0.035,15.0999942935139,0.017652228005706632,0.615452475393364,0.615452475393364,0.05651942588065705,8.428057269094927,0,0.07490638775045994,0.07887368709165864,0.0769498873509009,0.050381945443318574,0.050381945443318574,0.0
R05_00090,5,0.0364,0.20720000000000002,0.07,15.105099471687435,0.017832413103077975,0.6096846273719639,0.6096846273719639,0.042849687994553694,11.264857620053968,0,0.07498059618744712,0.07888756517709618,0.07694882889968269,0.037012337349769914,0.037012337349769914,0.0
R05_00342,5,0.0728,0.2314666666666667,0.07,15.107140271748069,0.017832615748350957,0.6096952636650074,0.6096952636650074,0.04298806435602923,11.14687102507929,0,0.07498226904613764,0.07888836878893699,0.07694918617985817,0.03701784703898691,0.03701784703898691,0.0
R05_00196,5,0.0546,0.20720000000000002,0.07,15.108186588729511,0.01782403043283189,0.6109832721669769,0.6109832721669769,0.05091923996723067,9.822270219604482,0,0.0746907957488897,0.07898551748434257,0.07704782985770228,0.03799843303570837,0.03799843303570837,0.0
R05_00063,5,0.0364,0.18293333333333336,0.05,15.110707332182143,0.017581345376034913,0.5907431366924542,0.5907431366924542,0.055652939070696676,8.637460559659417,0,0.06247668481935284,0.07680130218490948,0.07488597128055283,0.04185386509845827,0.04185386509845827,0.0075233151806471665
R05_00429,5,0.091,0.18293333333333336,0.07,15.117929544738214,0.01792595575894144,0.6127094290629106,0.6127094290629106,0.035403150019418954,12.929820668465707,0,0.07499950388538687,0.079098511589776,0.07716401418453545,0.03708846211636429,0.03708846211636429,0.0
R05_00401,5,0.091,0.15866666666666668,0.07,15.120766222287074,0.017801193164176637,0.6221568991690654,0.6221568991690654,0.0580642542161397,8.061580522845734,0,0.07293135704035036,0.07865033626108257,0.0767209497854454,0.03787519739645167,0.03787519739645167,0.0
R05_00039,5,0.0364,0.15866666666666668,0.035,15.12767511904057,0.01767724213287451,0.6160138495226903,0.6160138495226903,0.055141638541316,8.69080230227805,0,0.07491582726141804,0.07887584651150698,0.07695424310010983,0.05039622292424829,0.05039622292424829,0.0
R05_00066,5,0.0364,0.18293333333333336,0.05,15.130607036168746,0.017582773093976215,0.6127689539686907,0.6127689539686907,0.0532865054751551,8.877931606628628,0,0.0749835722328574,0.07889254730477954,0.07696020978469308,0.043028572473956375,0.043028572473956375,0.0
R05_00089,5,0.0364,0.20720000000000002,0.07,15.134068633396618,0.017821513914548486,0.6102514273966952,0.6102514273966952,0.04876490475423141,9.560616925011137,0,0.07499794864324044,0.07890337541226042,0.0769629546466015,0.037046023517598406,0.037046023517598406,0.0
R05_00011,5,0.0182,0.18293333333333336,0.05,15.136330247545851,0.017603496037214384,0.6128084546189028,0.6128084546189028,0.052586614647482946,9.37420925589135,0,0.07498236883101797,0.07889159887277002,0.07696043396678484,0.043030342859507714,0.043030342859507714,0.0
R05_00400,5,0.091,0.15866666666666668,0.07,15.145270821490545,0.01782152222603816,0.610475391409692,0.610475391409692,0.04399534615583616,10.214802283233682,0,0.07476314640610493,0.078848609516238,0.07690995347532857,0.03702138827919636,0.03702138827919636,0.0
R05_00449,5,0.091,0.20720000000000002,0.07,15.153220812912101,0.017816212857399313,0.6095154569070231,0.6095154569070231,0.045211722995369276,10.199350790765022,0,0.0748625774266593,0.07886732192914005,0.07692676831942337,0.03702270155978596,0.03702270155978596,0.0
R05_00145,5,0.0546,0.15866666666666668,0.05,15.157669668101489,0.01757475857360911,0.6115508267540898,0.6115508267540898,0.05779630655046555,7.715422962178319,0,0.07518457320965699,0.07894125568211847,0.07700345695217575,0.043026641027015713,0.043026641027015713,0.0
R05_00387,5,0.091,0.15866666666666668,0.05,15.159071750739551,0.01758057079775281,0.611511365573097,0.611511365573097,0.056629337091706526,7.809996203665135,0,0.07489778207071696,0.07887430825063152,0.07693871276608914,0.0429970493608251,0.0429970493608251,0.0
